UserID,Rating,Review,ReviewTime,MealID,mealName,mealType,mealPrice
A1C5L35YIKUX51,3,有特色，卫生,1685486400,B00KBN95IE,香炸猪排,烧烤,24
ANCKD5NB8KEYQ,3,有特色，卫生,1685486400,B00KKGS1KK,土豆烧芹菜,素菜,9
A26F0H4X95PSPN,3,有特色，卫生,1685486400,B00KKGS1KK,土豆烧芹菜,素菜,9
AE6QVJOKKCGQ3,5,太美味了，强烈推荐！,1685486400,B00KKGS1KK,土豆烧芹菜,素菜,9
A1C5L35YIKUX51,2,基本OK,1685486400,B00KKGS1KK,土豆烧芹菜,素菜,9
A2IK776FY6MEMG,5,太美味了，强烈推荐！,1685486400,B00KKGS1KK,土豆烧芹菜,素菜,9
A2JSWSWNO3MQH4,5,太美味了，强烈推荐！,1685486400,B00KPZIABG,鲇鱼烧豆腐,鱼,16
A1WA032VVW2PC1,3,有特色，卫生,1685486400,B00KY50U74,西红柿炖牛肉,牛肉,26
A3B9FA6ITKNHNW,5,太美味了，强烈推荐！,1685486400,B00L33AF7G,鹌鹑蛋红烧肉,猪肉,20
A3QNUOPKRF94Y1,5,太美味了，强烈推荐！,1685486400,B00L86ZKAK,酱猪肘子,猪肉,28
A1C5L35YIKUX51,2,基本OK,1685486400,B00L86ZKAK,酱猪肘子,猪肉,28
A3LYFRATW68EX1,4,很美味，推荐品尝,1685486400,B00LCHENE4,牛肉炖土豆,牛肉,26
A3U3RFL0XE4F7V,5,太美味了，强烈推荐！,1685486400,B00LM493J2,三鲜刀削面,面,10
A3EI80IPS119LC,3,有特色，卫生,1685486400,B00F2C1RPS,酱香猪蹄,猪肉,19
ANYDQIA5YVBMM,5,太美味了，强烈推荐！,1685486400,B00IUX32OU,浓汤羊蝎子,汤品,28
A2NR38N3QB3JJ2,5,太美味了，强烈推荐！,1685486400,B00JBNX59U,海参蛋花汤,汤品,38
A2ELX9A8L2AHKW,5,太美味了，强烈推荐！,1685486400,B00LCHENE4,牛肉炖土豆,牛肉,26
A3UBOD9N86350Y,4,很美味，推荐品尝,1685486400,B00CB6SU5I,米饭墩子,主食,8
A1F3NSLXFEG3C1,5,太美味了，强烈推荐！,1685486400,B004AZ5QG4,镇江排骨,猪肉,39
AU87252OMM1N2,4,很美味，推荐品尝,1685486400,B001QDKK3W,辣炒空心菜,素菜,12
A2TJUMYVZI8WEE,4,很美味，推荐品尝,1685486400,B003BOWF64,菊花菜烩蛋饺,蛋类,19
A1SWXIWBKI78QI,3,有特色，卫生,1685486400,B0037NCNF2,糖醋肉,猪肉,35
A16OKHDK9YZKK8,5,太美味了，强烈推荐！,1685486400,B003NJJ3PS,酸辣蘸酱,佐餐,5
AFV2584U13XP3,5,太美味了，强烈推荐！,1685486400,B009OYSFDM,鸡蛋灌饼,饼,10
A19TN0NGGJQEUV,4,很美味，推荐品尝,1685486400,B00HSEZ49I,混炒腰果西芹,素菜,13
AV0ZI7QJCHYG6,4,很美味，推荐品尝,1685486400,B00DKRXM7S,排骨年糕,猪肉,16
A317YJVO2SVPRA,5,太美味了，强烈推荐！,1685486400,B00HZKJK0Y,彩椒拌海贝,海鲜,35
AE6QVJOKKCGQ3,5,太美味了，强烈推荐！,1685486400,B00I9AGNQS,洋葱火腿吐司,其他,11
AJNIACIPB2I5P,5,太美味了，强烈推荐！,1685486400,B00JH3S0AI,香煎芋头饼,饼,8
AT765ZH0OCYKF,4,很美味，推荐品尝,1685486400,B00JIL4HLA,辣炒鱿鱼,海鲜,19
A32Z83NM97LCEW,5,太美味了，强烈推荐！,1685486400,B00JMJOWXG,黄豆芽拌粉丝,素菜,12
A1TUI07W2GO1HV,4,很美味，推荐品尝,1685486400,B007UMK3SA,xo酱灼小白菜,素菜,10
A2MLZ4NWSGL5G7,5,太美味了，强烈推荐！,1685486400,B005544TRQ,XO酱拌荷兰豆,素菜,10
A2JHEZH0VXU6EQ,3,有特色，卫生,1685486400,B005544TRQ,XO酱拌荷兰豆,素菜,10
A1F3NSLXFEG3C1,5,太美味了，强烈推荐！,1685486400,B0056RKA1G,京酱肉丝,猪肉,16
A398QSASJOIKA6,3,有特色，卫生,1685486400,B005K1MJ4E,果酱,其他,5
A1TUI07W2GO1HV,5,太美味了，强烈推荐！,1685486400,B004RZMQCE,红烧豆腐片,豆制品,12
AT75YFGC7BASF,4,很美味，推荐品尝,1685486400,B004VJQ7F8,红烧鸡爪,鸡肉,25
A3OAZI8FM972UC,5,太美味了，强烈推荐！,1685486400,B005KO352G,蔥燒排骨,猪肉,26
A1HLAKCIGD5875,5,太美味了，强烈推荐！,1685486400,B008EQHT4M,金枪鱼饭团子,其他,26
A36H6W75LS94QL,3,有特色，卫生,1685486400,B00FO3XOXI,红焖肘子,猪肉,19
A33H5DIDZFGYYS,5,太美味了，强烈推荐！,1685486400,B00DZJIRFI,蒜香排骨,猪肉,19
A1HLAKCIGD5875,5,太美味了，强烈推荐！,1685486400,B00DZJIRFI,蒜香排骨,猪肉,19
A2G8E46VVYDDUA,4,很美味，推荐品尝,1685486400,B00F2C1RPS,酱香猪蹄,猪肉,19
A2GPTF42AJFDHT,5,太美味了，强烈推荐！,1685486400,B00F3W9NQ2,荷叶蒸鳗鱼,鱼,28
A1DNAYILPPR7NL,3,有特色，卫生,1685486400,B00F49A3A4,杨梅蒸糕,其他,8
A280KHZO2L7GKA,4,很美味，推荐品尝,1685486400,B00F57MNBC,北海道戚风,其他,10
A1QPQFNR8CV62G,4,太美味了，强烈推荐！,1685507200,B007C7UI8S,蟠龙豆角,素菜,10
A2O17YYI2Y53I7,4,太美味了，强烈推荐！,1685507200,B00BR4XH7Q,美味蜜汁鸭腿,鸭肉,17
A2YQNZALYX7M0M,2,基本OK,1685521600,B00CB6NINM,玉米面小碗糕,其他,9
A2YQNZALYX7M0M,2,基本OK,1685521600,B00CB6PDSA,印度馕,其他,7
A1K6K23WG0IBWE,5,太美味了，强烈推荐！,1685521600,B00150OTCE,蒸芋头,素菜,15
A2BFIYZYNK54QX,5,太美味了，强烈推荐！,1685521600,B00APE00H4,红豆南瓜米糊,其他,6
A2XRMQA6PJ5ZJ8,5,太美味了，强烈推荐！,1685521600,B00BLCHYKU,熏鲅鱼,海鲜,29
A1MGMQDP257513,5,太美味了，强烈推荐！,1685521600,B00CBNO8MK,葱爆羊肉,羊肉,18
A77O3402CT8AS,4,很美味，推荐品尝,1685521600,B00CBNOBYU,番茄炖牛腩,牛肉,23
A1MGMQDP257513,5,太美味了，强烈推荐！,1685521600,B00CBNOBYU,番茄炖牛腩,牛肉,23
A2YQNZALYX7M0M,1,一般般吧,1685521600,B00CBNOD0W,三丝冷面,面,9
A1MGMQDP257513,5,太美味了，强烈推荐！,1685521600,B00CBNOD0W,三丝冷面,面,9
ATAIWJS7UAV4R,5,太美味了，强烈推荐！,1685521600,B00CBNOD0W,三丝冷面,面,9
A1MGMQDP257513,5,太美味了，强烈推荐！,1685521600,B00CDBQ9B8,当归红枣蛋,蛋类,10
A2YQNZALYX7M0M,3,有特色，卫生,1685521600,B00CDBQNZU,黑椒三文鱼,鱼,31
A1MGMQDP257513,5,太美味了，强烈推荐！,1685521600,B00CDBQNZU,黑椒三文鱼,鱼,31
AZWFKYXA6ZAV9,4,很美味，推荐品尝,1685521600,B00CDBR1P6,金银瓜条,素菜,10
A2YQNZALYX7M0M,5,太美味了，强烈推荐！,1685521600,B00CDBTQCW,素鱼焗苦瓜,素菜,10
A1MGMQDP257513,5,太美味了，强烈推荐！,1685521600,B00CDBTQCW,素鱼焗苦瓜,素菜,10
A1K6K23WG0IBWE,3,有特色，卫生,1685521600,B001YDZYE4,西兰花炒虾仁,海鲜,29
A2LEIANN1UZTHP,4,很美味，推荐品尝,1685521600,B0025Z8G4K,炝拌土豆丝,素菜,15
A1QGMIQD8ZYDS8,4,很美味，推荐品尝,1685521600,B002Y0TGOU,毛豆肉丁,猪肉,25
A1JNJOIHZ9MLXJ,4,很美味，推荐品尝,1685521600,B00944CJRK,一品水晶云腿,猪肉,28
A1HJCD42IQQTZA,4,很美味，推荐品尝,1685521600,B009SJ3GUK,炸鸡翅根,烧烤,16
A2YQNZALYX7M0M,2,基本OK,1685521600,B00CDBR1P6,金银瓜条,素菜,10
A2LEIANN1UZTHP,3,有特色，卫生,1685521600,B00CDBTQCW,素鱼焗苦瓜,素菜,10
AM3Q11SYF8BUT,5,太美味了，强烈推荐！,1685521600,B0099JKR6U,黑椒芦笋牛扒,牛肉,24
A2XLZALAOGYCOK,5,太美味了，强烈推荐！,1685521600,B008LRAS5Q,泰式什锦咖喱,素菜,17
A2F84H8D2U0S95,5,太美味了，强烈推荐！,1685521600,B009CP7SQI,笋干炖鸡,鸡肉,26
A26M9KKNS53LGN,5,太美味了，强烈推荐！,1685521600,B009GEDP26,竹笋炒肉丝,猪肉,16
A2F84H8D2U0S95,5,太美味了，强烈推荐！,1685521600,B009IF7092,普罗旺斯炖菜,素菜,14
AQUWJQX67LB88,5,太美味了，强烈推荐！,1685521600,B009JZTOG8,黑豆浆,饮品,6
A1JNJOIHZ9MLXJ,3,有特色，卫生,1685521600,B009KOE4ZO,椒盐南瓜,素菜,15
AQUWJQX67LB88,5,太美味了，强烈推荐！,1685521600,B009OYSFDM,鸡蛋灌饼,饼,10
A2IY9M330NKBW6,4,很美味，推荐品尝,1685521600,B00ATLJYL6,海带结烧肉,猪肉,20
A77O3402CT8AS,3,有特色，卫生,1685521600,B00CBNO8MK,葱爆羊肉,羊肉,18
AGBFIQMV9L61Y,5,太美味了，强烈推荐！,1685521600,B00A2KV89U,现烤三明治,其他,14
A1QI6PI0HH4H0P,4,很美味，推荐品尝,1685521600,B00BIFRNPG,黄豆炖猪蹄,猪肉,23
A2YQNZALYX7M0M,5,太美味了，强烈推荐！,1685521600,B00CB6F1QO,羊肉暖身汤,汤品,25
A2YQNZALYX7M0M,4,很美味，推荐品尝,1685521600,B00CB6N4LS,红焖羊肉煲,羊肉,34
A85W4YTBW5P67,4,很美味，推荐品尝,1685521600,B00C0OO294,西兰花烧豆腐,豆制品,10
A2YQNZALYX7M0M,5,太美味了，强烈推荐！,1685521600,B00CBLGJY2,蜜汁叉烧包,其他,8
A1MGMQDP257513,5,太美味了，强烈推荐！,1685521600,B00CDBR1P6,金银瓜条,素菜,10
A308A7GSBF1UC3,3,味道很正,1685521600,B002QNBRYM,山药乌鸡汤,汤品,48
A1HKBX2L0DV258,5,简直太赞了,1685521600,B001ENSOVO,油泼鲤鱼,鱼,29
A387BD735MI50R,2,有特色，好吃,1685521600,B003UPE4WC,美味红烧鱼,鱼,29
AW3VZ5O895LRK,5,太美味了，强烈推荐！,1685521600,B005G190ZY,海鲜鸡蛋羹,其他,19
A18758S1PUYIDT,2,有特色，好吃,1685521600,B006RECSBC,日式红豆软饼,饼,10
A328S9RN3U5M68,3,非常非常好吃,1685542400,B001YDZYE4,西兰花炒虾仁,海鲜,29
A38EAEOIEWZS0F,4,很美味，推荐品尝,1682894400,B0061IMTYK,辣味豉香沼虾,海鲜,29
A2UO0MN92AQ4L3,4,很美味，推荐品尝,1682894400,B007JF83YY,蜜汁叉烧,猪肉,18
A1LCJEODJN6HY6,4,很美味，推荐品尝,1682894400,B009SJ3GUK,炸鸡翅根,烧烤,16
A3GD8QRS50A6OB,3,有特色，卫生,1682894400,B00ETKG8AI,牛排,牛肉,29
AK6YM1QRZ2YKY,5,太美味了，强烈推荐！,1682894400,B00EY8MCOQ,土豆红烧肉,猪肉,16
AJ2S2BC57WJ1F,5,太美味了，强烈推荐！,1682894400,B00F0XPJH6,红焖羊排,羊肉,30
AWFIO1S25JKXN,4,很美味，推荐品尝,1682894400,B008EQHT4M,金枪鱼饭团子,其他,26
A26A8T38C2GQD7,3,有特色，卫生,1682894400,B009MUWEJE,黄金鸡翅,鸡肉,19
A3PG0F1KA7ZT3O,2,基本OK,1682894400,B00E7NCWY8,酒浸杨梅,其他,6
A3HFZTTD7QBAGW,3,有特色，卫生,1682894400,B00F0XPJH6,红焖羊排,羊肉,30
A1W6EM4PIDUZCH,4,很美味，推荐品尝,1682894400,B00F406S2U,芝士蟹,海鲜,28
A1S3WGP18PYNM6,3,有特色，卫生,1682894400,B00F406S2U,芝士蟹,海鲜,28
A16WU7MHN3ANJR,5,太美味了，强烈推荐！,1682894400,B00F87ZUYG,大杏仁桃酥,其他,8
A3II88CR30FC5U,5,太美味了，强烈推荐！,1682894400,B00HBJ9XGU,蒜苗炒肉片,猪肉,18
A160DE6M9SUVXL,5,太美味了，强烈推荐！,1682894400,B00HMCLQMA,照烧鸡腿,鸡肉,16
A1N65M5YQHLGFG,3,有特色，卫生,1682894400,B00HMCLQMA,照烧鸡腿,鸡肉,16
A21Q78O5S1FIHY,5,太美味了，强烈推荐！,1682894400,B00APE00H4,红豆南瓜米糊,其他,6
A2Q3SBLSHXFF3L,5,太美味了，强烈推荐！,1682894400,B00APE00H4,红豆南瓜米糊,其他,6
A2XP2VQGQSD7DE,4,很美味，推荐品尝,1682894400,B00APE00H4,红豆南瓜米糊,其他,6
ALI6HO0QLZZ8C,5,太美味了，强烈推荐！,1682894400,B00APE00H4,红豆南瓜米糊,其他,6
A2Q6OHCXOJ7PY5,5,太美味了，强烈推荐！,1682894400,B00CDBR1P6,金银瓜条,素菜,10
A1TMEAYAX4PM71,4,很美味，推荐品尝,1682894400,B00CDU5MBC,胡萝卜回锅肉,猪肉,19
AJ2S2BC57WJ1F,5,太美味了，强烈推荐！,1682894400,B00CO0LI5U,香炒猪肝,猪肉,18
AMMZ1W9DN94Z9,5,太美味了，强烈推荐！,1682894400,B00D5P1F8S,黑胡椒烤鸡腿,烧烤,17
AVD86PUTVO4DF,4,很美味，推荐品尝,1682894400,B00DAHSVYC,香菜陈皮鸭,鸭肉,37
ACDXQGYC6FZGX,5,太美味了，强烈推荐！,1682894400,B004GTOKM0,妙手方便面,面,10
A2Q3SBLSHXFF3L,5,太美味了，强烈推荐！,1682894400,B0079W7OCY,肉酿苦瓜,素菜,12
A3JWR2O1MZ7VNE,5,太美味了，强烈推荐！,1682894400,B00FMO7TSA,金牌蒜香骨,猪肉,21
A20IMHAB7E3VYD,5,太美味了，强烈推荐！,1682894400,B00C2UG118,雪菜炒毛豆,素菜,13
A38EAEOIEWZS0F,5,太美味了，强烈推荐！,1682894400,B003RG3ND0,芹菜炒猪肝,猪肉,19
A3PG0F1KA7ZT3O,5,太美味了，强烈推荐！,1682894400,B00HQSWMS2,杏仁南瓜饼,饼,8
A2ITH6REQ6C2KY,5,太美味了，强烈推荐！,1682894400,B00HUF9R52,蔓越莓烧排骨,猪肉,28
A3TYC8T6W81DDB,4,很美味，推荐品尝,1682894400,B00HWPZCZE,泰式海鲜沙拉,素菜,15
A2TJUMYVZI8WEE,5,太美味了，强烈推荐！,1682894400,B00H7NDSPC,干炸香菇,烧烤,14
A160DE6M9SUVXL,3,有特色，卫生,1682894400,B00HSUOZS8,炸酱面,面,8
AJ2S2BC57WJ1F,5,太美味了，强烈推荐！,1682894400,B00FZJY336,蜜炼胡柚茶,饮品,5
A351QGZ5S8PTBL,3,有特色，卫生,1682894400,B00BLCHXWY,盐焗烤鱼,烧烤,26
A2W6NWU2HUP0AD,3,有特色，卫生,1682894400,B00BLCHXWY,盐焗烤鱼,烧烤,26
ALL0NWP70Y0O,3,有特色，卫生,1682894400,B00B8P8O9K,冬瓜茶,饮品,6
AZASXW9AARE0O,5,太美味了，强烈推荐！,1682894400,B00C7KXUOE,家常红烧鸡块,鸡肉,16
A10L7F2V8368DO,3,有特色，卫生,1682894400,B009AP3HQK,扣三丝,其他,12
A2YMFM4KKYFPWU,5,太美味了，强烈推荐！,1682894400,B0012H0DBG,虾皮炒菠菜,海鲜,13
A351QGZ5S8PTBL,5,太美味了，强烈推荐！,1682894400,B000MMX5E4,蚝油香菇,素菜,25
A2FAFPND21JMIN,5,太美味了，强烈推荐！,1682894400,B003925164,豉椒小炒肉,猪肉,19
A24X55HC1R6J5Z,5,太美味了，强烈推荐！,1682894400,B0036DCJKW,白玉虾仁豆腐,海鲜,25
A2YMFM4KKYFPWU,5,太美味了，强烈推荐！,1682894400,B004CTUP28,蔬菜鸡蛋卷,蛋类,11
A38EAEOIEWZS0F,4,很美味，推荐品尝,1682894400,B004FK9CTQ,香辣藕丁,素菜,12
A3DMJUV6OZIOOQ,4,很美味，推荐品尝,1682894400,B00426035K,西红柿打卤面,面,13
A3DMJUV6OZIOOQ,5,太美味了，强烈推荐！,1682894400,B004263SAM,干锅鸭头,鸭肉,27
A351QGZ5S8PTBL,4,很美味，推荐品尝,1682894400,B004GTOKM0,妙手方便面,面,10
AZJOKE3Y0UCBC,5,太美味了，强烈推荐！,1682894400,B004MWZLYC,蔬菜烤鱼,鱼,19
A3P1EB052N9Y90,2,基本OK,1682894400,B004TPTY3G,甜辣豆皮,豆制品,14
A1BG5C6CZH8U14,4,很美味，推荐品尝,1682894400,B0055MQUM0,椒盐五花肉,猪肉,28
A1P0R7MZZ8W0OI,5,太美味了，强烈推荐！,1682894400,B005M4QA12,姜丝牛肉,牛肉,29
A1NF9WS7RR82MX,5,太美味了，强烈推荐！,1682894400,B00627UX7U,素炒杏鲍菇,海鲜,26
AQ9RTW5BNHRNZ,2,基本OK,1682894400,B0012H0DBG,虾皮炒菠菜,海鲜,13
AQ9RTW5BNHRNZ,5,太美味了，强烈推荐！,1682894400,B001CB8NQE,蜜渍柠檬,饮品,6
A2XWSG0S8LGMQQ,5,太美味了，强烈推荐！,1682894400,B002IAAS2U,醋溜白菜,素菜,12
A2YMFM4KKYFPWU,5,太美味了，强烈推荐！,1682894400,B003IB91QW,得莫利炖鱼,鱼,28
A20WN9BYOVNL8F,5,太美味了，强烈推荐！,1682894400,B006UJVOPA,腰果百合西芹,素菜,16
A2I7OXHWWVR3JV,1,一般般吧,1682894400,B002K76UR8,香煎嫩豆腐,豆制品,10
A9AA30160M2WE,5,太美味了，强烈推荐！,1682894400,B0045XR7O0,长沙臭豆腐,豆制品,13
AZJOKE3Y0UCBC,5,太美味了，强烈推荐！,1682894400,B006Z48TZS,手撕茄子,素菜,12
A3UPYGJKZ0XTU4,3,有特色，卫生,1682894400,B008DGRDZ8,五香虎皮蛋,蛋类,10
A3FYKYY3BR4NN2,3,有特色，卫生,1682894400,B0099JKR6U,黑椒芦笋牛扒,牛肉,24
A2UO0MN92AQ4L3,4,很美味，推荐品尝,1682894400,B008JSO786,蒜末红苋菜,素菜,10
A206S2JFUZ5WT1,5,太美味了，强烈推荐！,1682894400,B008O2QERY,香辣包菜,素菜,11
A3TNYNA2360NPA,5,太美味了，强烈推荐！,1682894400,B008QTTGGG,傣味鱼皮,鱼,11
A13MM7UES60AAU,5,太美味了，强烈推荐！,1682894400,B008X0SGDC,茉莉花炒鸡蛋,蛋类,17
A19XE6G6NDZFPS,4,很美味，推荐品尝,1682894400,B008ZXSW2C,滇花,素菜,12
A1S3WGP18PYNM6,4,很美味，推荐品尝,1682894400,B009OYSFDM,鸡蛋灌饼,饼,10
A2JB5DV0UC05G9,5,太美味了，强烈推荐！,1682894400,B00APE00H4,红豆南瓜米糊,其他,6
A39VGKFDWUWW9P,5,太美味了，强烈推荐！,1682894400,B00APE00H4,红豆南瓜米糊,其他,6
A34D06JL7LC6MU,3,很美味，推荐品尝,1682915200,B003IHN8UG,玫瑰腐乳排骨,猪肉,36
A36L6W00EPTUMA,4,简直太赞了,1682915200,B008947J8U,山楂肉片,猪肉,16
AOMTN6W195D71,3,家常菜，还不错,1682929600,B00AJGAOM4,雪花牛肉,牛肉,30
A3DGB4HN3QCGAL,4,尝过之后，不得不赞,1682929600,B00APRBBBK,橙子炖瘦肉,汤品,15
A32RJ8JDLKWJZB,5,此味只应天上有！,1682929600,B0036DCJCU,五香肉松,猪肉,19
A17LEYMZI8OYOQ,5,此味只应天上有！,1682929600,B00BECZOGI,溜肝尖,猪肉,17
A29ZXYU74C95QS,4,尝过之后，不得不赞,1682929600,B00B2EX4C4,法式煎羊排,羊肉,40
A29ZXYU74C95QS,4,尝过之后，不得不赞,1682929600,B00CBKUWKA,煲仔饭,主食,18
A1REM7I2ZEE195,5,此味只应天上有！,1682929600,B000IKP5AM,白灼虾,海鲜,29
A2HE75XSU2JDPU,2,味道还行,1682929600,B003XU02QG,中种培根蛋堡,其他,15
A1REM7I2ZEE195,5,此味只应天上有！,1682929600,B003ZVO6JW,栗子烧豆腐,豆制品,14
A1QI6PI0HH4H0P,4,尝过之后，不得不赞,1682929600,B00426035K,西红柿打卤面,面,13
A2XID3YZAUDDRS,4,尝过之后，不得不赞,1682929600,B0055MQUM0,椒盐五花肉,猪肉,28
A26IRVHQOW0QY7,5,此味只应天上有！,1682929600,B007JF8G9Q,蚝油鸡粒炒饭,主食,15
AV6RMIS5RJS2C,3,家常菜，还不错,1682929600,B007TADRIG,白灼香螺,海鲜,22
A38B5RIJZ8Z8K2,5,此味只应天上有！,1682929600,B008BQG3RE,土豆焖鸡肉,鸡肉,19
AQZH7YTWQPOBE,5,此味只应天上有！,1682929600,B009C46X8I,奶汤蒲菜,素菜,10
AV6RMIS5RJS2C,5,此味只应天上有！,1682929600,B009IG59DK,浇汁嫩豆腐,豆制品,11
